NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fi102,Administrative Adjustments,LRIT Information Transmission Adjustment,Archiving LRIT Data Distribution Plan,Reviewing Pricing Information for LRIT Services,END,,,,,1
fi103,Data Centre Management,Archiving LRIT Data Distribution Plan,LRIT Journal Maintenance and Transmission,Secure Data Handling Protocols,END,,,,,1
fi104,International Data Exchange Coordination,LRIT Journal Maintenance and Transmission,Consolidation of Journal Data,Access to Archived Data,END,,,,,1
fi111,Ship Operations,Security Level Coordination,Access Control,Incident Reporting,Ship Security Assessment,END,,,,1
fi112,Company Operations,Documentation Audits,Company Security Officer Training,Risk Evaluation,END,,,,,1
fi113,Port Facility Security,Security Level Coordination,Surveillance Systems,Incident Reporting,Access Control for Cargo,END,,,,1
fi114,Compliance Monitoring,Documentation Audits,Certification Updates,Training Exercises,END,,,,,1
fi121,Organizational Contact Management,SubmitOrganizationalContacts,Authentication Header Management,Data Validation Protocols,Archival of Contact Records,END,,,,1
fi122,Port Facility Updates,SubmitPortFacilities,SubmitOrganizationalContacts,Facility Number Generation,Compliance with GISIS Standards,END,,,,1
fi123,Alternative Security Arrangements,SubmitPortFacilities,GetPortFacilities,SubmitAlternativeSecurityAgreements,Withdrawal of Security Agreements,END,,,,1
fi124,Data Retrieval,GetPortFacilities,GetOrganizationalContacts,Web Service Call History,XML-Based Data Parsing,END,,,,1
fi131,Review and Revision of Instruments,Review of Existing Measures,Collaboration with International Organizations,Encouraging Government Participation,Adopting New Security Measures,END,,,,1
fi132,Maritime Safety and Facilitation,Review of Existing Measures,Strengthening Port Security Measures,Technical Cooperation with Governments,Monitoring Compliance with International Standards,END,,,,1
fi133,Government Action and Implementation,Encouraging Government Participation,Providing Legislative Assistance,Promoting Awareness Campaigns,Capacity-Building Initiatives,END,,,,1
fi134,Port Area Security Enhancement,Strengthening Port Security Measures,Risk Assessment of Port Facilities,Enhancing Surveillance and Monitoring,Establishing Emergency Response Plans,END,,,,1
fi141,Security-Related Training Requirements,Training for Ship Security Officers (SSO),Training for Seafarers with Designated Security Duties,Levels of Security Training,Compliance with STCW Code,END,,,,1
fi142,Certification Clarifications,Training for Ship Security Officers (SSO),Certification for Security Awareness,Certificate Equivalency,Role of Member Governments,END,,,,1
fi143,Port State Control Guidance,Training for Seafarers with Designated Security Duties,Certification for Security Awareness,Guidance for Port State Control Officers,Clarifications for Recognized Organizations,END,,,,1
fi151,Security Certification Enforcement,Certification Compliance Monitoring,Transitional Provisions Review,Training Accessibility Measures,Reporting Non-Compliance to Authorities,END,,,,1
fi152,Temporary Compliance Measures,Certification Compliance Monitoring,Implementation of ISPS Code Section 13,Port State Control Considerations,Notification to Administrations,END,,,,1
fi153,Guidance for Recognized Organizations,Implementation of ISPS Code Section 13,Training Accessibility Measures,Guidance on ISM and ISPS Code Certification,Ensuring Long-Term Compliance,END,,,,1
fi161,Port Facility Security Measures,Prevent Unauthorized Access,Regular Inspection of Cargo Areas,Training for Port Facility Personnel,Reporting Stowaway Incidents,END,,,,1
fi162,Shipboard Security Operations,Prevent Unauthorized Access,Implementation of ISPS Code Measures,Cooperation with Authorities,Search Procedures Before Departure,END,,,,1
fi163,Stowaway Incident Resolution,Stowaway Incident Resolution,Cooperation with Authorities,Arranging for Repatriation,Ensuring Humane Treatment,END,,,,1
fi171,Incident Reporting Framework,Report Stowaway Incidents,Use of Standardized Reporting Format,Implementation of Guidelines,Submission of Monthly Data,END,,,,1
fi172,Stowaway Case Monitoring,Report Stowaway Incidents,Coordination with Member Governments,Sharing National Legislation,Evaluation of Guidelines Effectiveness,END,,,,1
fi173,Prevention and Compliance,Implementation of Guidelines,Coordination with Member Governments,Development of Comprehensive Strategies,Assistance to Shipping Companies,END,,,,1
fi181,Guidelines Review and Revision,Revise the Guidelines on Stowaway Incidents,Avoid Duplication with ISPS Code,Cooperation Between Facilitation and Maritime Safety Committees,Reporting Challenges in Implementation,END,,,,1
fi182,Member State Responsibilities,Compliance with FAL Provisions,Revise the Guidelines on Stowaway Incidents,Notify the Secretary-General,Encourage National Adoption of FAL Standards,END,,,,1
fi183,Maritime Security Standards,Compliance with FAL Provisions,Cooperation Between Facilitation and Maritime Safety Committees,Align Security Provisions with SOLAS Chapter XI-2,Promote International Cooperation,END,,,,1
fi191,Preventive Measures,Compliance with SOLAS Regulations,Collecting Information on Non-Compliant Ships,Cooperation Among States,Training Maritime Personnel,END,,,,1
fi192,Reporting and Cooperation,Reporting Unsafe Practices,Cooperation Among States,Sharing Best Practices,Establishing Reporting Mechanisms,END,,,,1
fi193,Response Actions,Compliance with SOLAS Regulations,Reporting Unsafe Practices,Immediate Actions for Detected Incidents,Protecting Migrants' Human Rights,END,,,,1
fj011,Test Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Conditioning Period,Measurement of Environmental Conditions,END,,,,1
fj012,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on Test Fixture,Load Testing,Verification of Test Results,END,,,,1
fj013,Test Environment Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj021,Test Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Conditioning Period,Measurement of Environmental Conditions,END,,,,1
fj022,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on Test Fixture,Load Testing,Verification of Test Results,END,,,,1
fj023,Test Environment Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj031,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj032,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on the Test Fixture,Load Testing,Verification of Test Results,END,,,,1
fj033,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj041,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj042,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on the Test Fixture,Load Testing,Verification of Test Results,END,,,,1
fj043,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj051,Test Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj052,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on the Test Fixture,Load Testing,Verification of Test Results,END,,,,1
fj053,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj061,Specimen Preparation,Preparation of Test Specimens,Pre-Test Acclimation,Submission of Compliance Documentation,Measurement of Environmental Conditions,END,,,,1
fj062,Testing Procedure,Preparation of Test Specimens,Abrasion Testing Steps,Recording Nonconformities,Verification of Results,END,,,,1
fj063,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Testing Equipment,Verification of Results,Documentation of Environmental Logs,END,,,,1
fj071,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj072,Testing Procedure,Preparation of Test Specimens,Anchoring Test Specimens,Load Testing,Verification of Test Results,END,,,,1
fj073,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj081,Test Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj082,Testing Procedure,Preparation of Test Specimens,Anchoring Test Specimens,Load Testing,Verification of Test Results,END,,,,1
fj083,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,,,,1
fj091,Test Specimen Preparation,Preparation of Test Specimens,Submission of Compliance Documentation,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj092,Chemical Resistance Testing,Preparation of Test Specimens,Application of Chemical Reagents,Observation of Reaction to Reagents,Verification of Test Results,END,,,,1
fj093,Test Reporting and Compliance,Measurement of Environmental Conditions,Calibration of Testing Equipment,Verification of Test Results,Test Report Documentation,END,,,,1
fj101,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj102,Testing Procedure,Preparation of Test Specimens,Anchoring Specimens to Test Fixture,Load Application and Monitoring,Verification of Test Results,END,,,,1
fj103,Measurement of Environmental Conditions,Measurement of Environmental Conditions,Calibration of Testing Devices,Verification of Test Results,Compilation of Test Report,END,,,,1
fj111,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,Pre-Test Acclimation,Measurement of Environmental Conditions,END,,,,1
fj112,Testing Procedure,Preparation of Test Specimens,Installation and Anchoring,Load Testing,Verification of Test Results,END,,,,1
fj113,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Verification of Test Results,Test Report Compilation,END,,,,1
fj121,Specimen Preparation,Preparation of Test Specimens,Acclimation Period,Measurement of Environmental Conditions,Specimen Labeling and Photography,END,,,,1
fj122,Testing Process,Preparation of Test Specimens,Suspension in Environmental Chamber,Testing at Elevated Humidity,Testing at Reduced Humidity,Measurements Post-Conditioning,END,,,1
fj123,Evaluation and Reporting,Measurement of Environmental Conditions,Recording Largest Deviations,Determining Performance Compliance,Test Documentation,END,,,,1
fa011,Animal Welfare Claims,Define Animal Welfare Claims,Provide Supporting Documentation,Obtain Third-Party Certification,,,,,,1
fa012,Breed Claims,Define Breed Claims,Provide Supporting Documentation,Verify with Breed Organization or AMS,,,,,,1
fa013,Diet Claims,Define Diet Claims,Provide Supporting Documentation,Validate Diet Practices,,,,,,1
fa014,Living or Raising Conditions Claims,Define Living Conditions Claims,Provide Supporting Documentation,Obtain Third-Party Certification,,,,,,1
fa015,Negative Antibiotics Use Claims,Define Negative Antibiotics Use Claims,Provide Supporting Documentation,Obtain Third-Party Certification,,,,,,1
fa016,Environment-Related Claims,Define Environment-Related Claims,Provide Supporting Documentation,Obtain Third-Party Certification,,,,,,1
fa021,Livestock and Poultry Residue Prevention Workflow,Confirm Producer History,Purchase Animals Free of Violative Residues,Ensure Animal Identification,,,,,,1
fa022,HACCP System Controls for Historic Residue Violations,Obtain Supporting Documentation,Establish a Critical Control Point (CCP),Perform Residue Testing,,,,,,1
fa023,Residue Testing Considerations,Identify Residue Testing Methodology,Conduct Validation and Ongoing Verification,Implement Live or Post-Mortem Testing,,,,,,1
fa024,NSIS Sorting Procedures,Perform Residue Screening,Dispose of Animals with Violative Residues,Document Residue Testing Results,,,,,,1
fa031,Poultry Sorting and Inspection,Conduct Classroom Training,Implement Wet Lab Training,Perform On-the-Job Training,,,,,,1
fa032,Disease Condition Evaluation,Identify Disease Conditions,Localized Trimming for Tumors,Generalized Disease Disposal,,,,,,1
fa033,Meat Quality Control,Sorting Procedures Implementation,Localized Condition Handling,Generalized Disease Disposal,,,,,,1
fa041,"Donating Meat, Poultry, and Egg Products",Identify Products Eligible for Donation,Verify Product Condition,Label Products for Donation,,,,,,1
fa042,Receiving Donated Products,Verify Product Condition,Repackage and Label Products,Ship Products Safely,,,,,,1
fa043,Managing Liability for Donated Products,Understand Liability Protection,Ensure Good Faith Compliance,Educate Donors and Recipients,,,,,,1
fa051,Retained Water Protocol Development,Define Purpose Statement,Describe Washing and Chilling Systems,Detail Chiller System Configurations,,,,,,1
fa052,Water Retention Process Control,Define Purpose Statement,Maintain Process Control,Implement Testing Methods,,,,,,1
fa053,Labeling Retained Water Products,Create Accurate Retained Water Statements,Distinguish Multi-Ingredient Products,Address Special Labeling Scenarios,,,,,,1
fa061,Training Program for Carcass Sorting,Classroom Training,Wet Lab Training,On-the-Job Training,,,,,,1
fa062,Carcass Disposition and Sorting Procedures,Identify Unwholesome Carcasses,Trim Localized Conditions,Dispose of Generalized Disease Carcasses,,,,,,1
fa063,Managing Generalized Disease Conditions,Evaluate Generalized Symptoms,Dispose of Generalized Disease Carcasses,Trim or Dispose Based on Condition,,,,,,1
fa071,Food Defense Planning Workflow,Develop Food Defense Plan,Designate Food Defense Coordinator,Conduct Vulnerability Assessment,,,,,,1
fa072,Personnel Security Workflow,Conduct Background Checks,Establish Credential Systems,Train Employees on Food Defense,,,,,,1
fa073,Incident Response Planning Workflow,Develop Food Defense Plan,Conduct Background Checks,Notify Authorities in Case of Incident,,,,,,1
fa081,Risk Mitigation Workflow,Prevent Adulteration,Controlling Time and Temperature,Prevent Cross-Contamination,,,,,,1
fa082,Employee Hygiene Workflow,Train Employees,Proper Use of Gloves,Employee Practices,,,,,,1
fa083,Food Safety Workflow,Product Handling,Cleaning and Sanitizing,Employee Practices,,,,,,1
fa091,Salmonella Control in Livestock Management,Pre-Harvest Controls,Lairage Practices,Antimicrobial Treatments,,,,,,1
fa092,Statistical Quality Control in Slaughter Operations,Statistical Process Control,Sampling Protocols,Process Adjustment,,,,,,1
fa101,Fermented Products Workflow,Preparation of Meat and Ingredients,Fermentation Process,Optional Low-Temperature Heat Step,,,,,,1
fa102,Salt-Cured Products Workflow,Meat Preparation and Salt Application,Salt-Curing Process,Equalization Step,,,,,,1
fa103,Dried Products Workflow,Preparation and Seasoning,Drying Process,Optional Post-Drying Heat Treatment,,,,,,1
fa111,Hazard Control Workflow,Receiving and Inspection,Sanitation SOPs Implementation,Temperature Monitoring Procedures,,,,,,1
fa112,Environmental Monitoring Workflow,Swab Testing,Sanitation SOPs Implementation,Corrective Action Documentation,,,,,,1
fa113,Process Optimization Workflow,Product Sorting and Sizing,Temperature Monitoring Procedures,Process Adjustment,,,,,,1
fa121,Raw Catfish Processing Workflow,Receiving Farm-Raised Catfish,Sanitation SOP Implementation,Temperature Control,,,,,,1
fa122,Packaging Material Handling Workflow,Receiving and Storing Packaging Materials,Sanitation SOP Implementation,Temperature Control,,,,,,1
fa123,Finished Product Shipping Workflow,Load and Inspect Finished Products,Foreign Material Control,Temperature Maintenance During Transport,,,,,,1
fa131,Liquid Egg Processing Workflow,Receiving and Storage of Shell Eggs,Sanitation SOP Implementation,Breaking and Separating,,,,,,1
fa132,Packaging and Shipping Workflow,Filling and Sealing Bulk Containers,Sanitation SOP Implementation,Temperature Monitoring,,,,,,1
fa141,Raw Poultry Processing,Receive Live Poultry,Stun and Bleed,Monitor Chilling Temperature,,,,,,1
fa142,Egg Product Safety Assurance,Receive Shell Eggs,Wash and Sanitize Eggs,Sanitize Processing Equipment,,,,,,1
fa151,Raw Material Handling Workflow,Receiving and Inspecting Materials,Sanitation SOP Implementation,Temperature Monitoring,,,,,,1
fa152,Cooking Workflow,Preparation for Cooking,Cooking to Required Lethality,Temperature Monitoring,,,,,,1
fa153,Packaging Workflow,Vacuum Packaging,Sanitation SOP Implementation,Labeling and Quality Inspection,,,,,,1
fa161,Raw Poultry Processing Workflow,Receiving and Inspection,Sanitation SOP Implementation,Antimicrobial Intervention,,,,,,1
fa162,Packaging Workflow,Filling and Sealing,Sanitation SOP Implementation,Labeling and Documentation,,,,,,1
fa163,Chilling Workflow,Rapid Chilling,Temperature Monitoring,Water Management,,,,,,1
fa171,Pre-Harvest Interventions Workflow,Grow-out House Biosecurity,Feed and Water Additives,Sanitation SOP Implementation,,,,,,1
fa172,Poultry Slaughter Workflow,Live Receiving and Hanging,Scalding Process,Temperature Monitoring,,,,,,1
fa173,Poultry Chilling Workflow,Chiller Water Management,Temperature Monitoring,Post-Chilling Inspection,,,,,,1
fa181,HACCP System Workflow,Hazard Analysis,Sanitation SOP Implementation,Temperature Monitoring,,,,,,1
fa182,Product Packaging Workflow,Material Inspection,Sanitation SOP Implementation,Sealing and Labeling,,,,,,1
fa183,Final Product Testing Workflow,Microbiological Sampling,Temperature Monitoring,Quality Assurance Review,,,,,,1
fa191,Pre-Harvest Interventions Workflow,Livestock Inspection,Sanitation SOP Implementation,Pathogen Reduction Strategies,,,,,,1
fa192,Slaughter Workflow,Stunning and Bleeding,Hide Removal,Sanitation SOP Implementation,,,,,,1
fa202,Slaughter Workflow,Stunning and Bleeding,Hide Removal,Sanitation SOP Implementation,,,,,,1
fa203,Chilling Workflow,Rapid Chilling,Temperature Monitoring,Sanitation SOP Implementation,,,,,,1
fa204,Packaging Workflow,Vacuum Sealing,Labeling and Documentation,Temperature Monitoring,,,,,,1
fa211,Receiving and Storage Workflow,Receiving Ingredients,Sanitation SOP Implementation,Storage of Ingredients,,,,,,1
fa212,Processing Workflow,Pre-Processing Inspection,Mixing and Preparation,Temperature Monitoring,,,,,,1
fa213,Cooling Workflow,Rapid Cooling,Temperature Monitoring,Post-Cooling Inspection,,,,,,1
fa221,Kit Assembly Workflow,Component Preparation,Component Inspection,Assembly Without Inspection,,,,,,1
fa222,Label Compliance Workflow,Regulatory Label Review,Labeling Requirements,Documentation Management,,,,,,1
fa223,Kit Shipping Workflow,Packaging Inspection,Component Inspection,Shipping Compliance,,,,,,1
fa231,Receiving Workflow,Receiving Turkey Components,Sanitation SOP Implementation,Storage of Packaging and Materials,,,,,,1
fa232,Grinding Workflow,Grinding Operations,Temperature Monitoring,Metal Detection,,,,,,1
fa233,Packaging Workflow,Product Packaging,Labeling Compliance,Temperature Monitoring,,,,,,1
fa243,Packaging Workflow,Product Packaging,Labeling Compliance,Sanitation SOP Implementation,,,,,,1
fa251,Import Process Workflow,Submission of Import Application,Sanitation SOP Implementation,Import Inspection Establishment Assignment,,,,,,1
fa252,Inspection Compliance Workflow,Certification Verification,Temperature Monitoring,Sanitation SOP Implementation,,,,,,1
fa253,Cold Storage Workflow,Storage Conditions Monitoring,Temperature Monitoring,Handling and Transport Preparation,,,,,,1
fa261,Stabilization Workflow,Heat Treatment Validation,Sanitation SOP Implementation,Cooling Process Monitoring,,,,,,1
fa262,Inspection Compliance Workflow,Label Verification,Certification Review,Sanitation SOP Implementation,,,,,,1
fa271,Lethality Workflow,Salmonella Reduction by Cooking,Sanitation SOP Implementation,Relative Humidity Control,,,,,,1
fa272,Stabilization Workflow,Cooling to Prevent Spore Growth,Sanitation SOP Implementation,Temperature Monitoring,,,,,,1
fa281,Receiving Workflow,Beef Receiving,Non-Meat Ingredients Receiving,Packaging Material Receiving,,,,,,1
fa282,Marinating Workflow,Weighing and Mixing Marinade Ingredients,Marinate Beef and Place on Racks,Sanitation SOP Implementation,,,,,,1
fa285,Packaging Workflow,Metal Detection,Packaging and Labeling,Sanitation SOP Implementation,,,,,,1
fa291,Receiving Workflow,Pork Receiving,Non-Meat Ingredients Receiving,Packaging Materials Receiving,,,,,,1
fa292,Marinating and Preparation Workflow,Weighing and Mixing Marinade,Injecting Pork Belly,Hanging for Smoking,,,,,,1
fa294,Packaging Workflow,Slicing,Packaging and Labeling,Sanitation SOP Implementation,,,,,,1
fa295,Distribution Workflow,Storage and Distribution,Labeling Compliance,Returned Product Handling,,,,,,1
fa301,Customer Complaint Response Workflow,Receipt of Customer Complaints,Customer Complaint Documentation,Initial Investigation of Complaints,,,,,,1
fa302,HACCP Compliance Workflow,HACCP Compliance Workflow,Corrective Action Implementation,Recordkeeping for HACCP Updates,,,,,,1
fa303,Regulatory Compliance Workflow,FSIS Reporting Protocols,Notification to FSIS,Compliance Documentation,,,,,,1
fa311,Receiving Workflow,Meat Receiving,Packaging Material Receiving,Sanitation SOP Implementation,,,,,,1
fa312,Processing Workflow,Grinding and Blending,Allergen Control Program,Temperature Monitoring,,,,,,1
fa314,Packaging Workflow,Product Labeling,Sanitation SOP Implementation,Allergen Control Program,,,,,,1
fa325,Packaging Workflow,Product Labeling,Temperature Monitoring,Sanitation SOP Implementation,,,,,,1
fa331,Receiving Workflow,Live Hog Receiving,Non-Meat Ingredient Receiving,Sanitation SOP Implementation,,,,,,1
fa332,Processing Workflow,Scalding,Trimming and Sorting,Organic Acid Spray Application,,,,,,1
fa334,Packaging Workflow,Final Product Packaging,Organic Acid Spray Application,Sanitation SOP Implementation,,,,,,1
fa341,Receiving Workflow,Receive Live Birds,Establishment Sorting,Monitoring Carcasses for Fecal Contamination,,,,,,1
fa342,Processing Workflow,Scalding and Picking,Pre-chilling Antimicrobial Application,Chilling of All Products,,,,,,1
fa343,Packaging Workflow,Product Inspection,Pre-chilling Antimicrobial Application,Labeling and Packaging,,,,,,1
fa352,Processing Workflow,"Stunning, Sticking, and Bleeding",Zero Tolerance Examination,Organic Acid Spray Application,,,,,,1
fa361,Receiving Workflow,Raw Material Receiving,Sanitation SOP Development,Hazard Analysis,,,,,,1
fa362,Processing Workflow,Grinding and Blending,Sanitation SOP Development,Hazard Analysis,,,,,,1
fa372,Cooling Workflow,Rapid Cooling,Pathogen Monitoring and Sampling,Sanitation Standard Operating Procedures,,,,,,1
fa381,Receiving Workflow,Receiving Raw Materials,Sanitation SOP Implementation,Hazard Analysis Implementation,,,,,,1
fa383,Processing Workflow,Grinding and Mixing,Hazard Analysis Implementation,Temperature Control Monitoring,,,,,,1
fa384,Packaging Workflow,Product Labeling and Sealing,Sanitation SOP Implementation,Temperature Control Monitoring,,,,,,1
fa391,User Management Workflow,Log In to LSAS,Create New Profile,Manage Users,,,,,,1
fa392,Profile Creation Workflow,Log In to LSAS,Create New Profile,Request Profile Access,,,,,,1
fa393,Submission Workflow,Log In to LSAS,Manage Establishments,Submit Label Application,,,,,,1
fa394,Establishment Management Workflow,Manage Establishments,Add Establishment,Update Establishment,,,,,,1
fa401,Process Control Workflow,Develop Microbiological Sampling Plan,Implement Sanitation SOPs,Monitor Process Control Parameters,,,,,,1
fa402,HACCP Compliance Workflow,Develop Microbiological Sampling Plan,Conduct Hazard Analysis,Recordkeeping for Compliance,,,,,,1
fa403,Statistical Analysis Workflow,Monitor Process Control Parameters,Chart and Interpret Test Results,Recordkeeping for Compliance,,,,,,1
fa412,Documentation Workflow,Upload Supporting Documentation,Submit Supporting Documentation,Translation Verification Process,,,,,,1
fa413,Submission Workflow,Complete SRT Responses,Submit Supporting Documentation,PHIS Enrollment,,,,,,1
fa421,Ante-Mortem Sorting Workflow,Pre-Sorting Prior to Arrival,Sorting on Premises,Establishment Recordkeeping,,,,,,1
fa422,Post-Mortem Sorting Workflow,Identification of Food Safety Conditions,Proper Presentation of Carcasses,Establishment Recordkeeping,,,,,,1
fa423,Food Safety Condition Sorting Workflow,Contamination Detection,Foreign Animal Disease Surveillance,Proper Presentation of Carcasses,,,,,,1
fb011,Vaccine Storage Workflow,Cold Chain Maintenance,Vaccine Temperature Monitoring,Proper Vaccine Storage Practices,,,,,,1
fb012,Transport Workflow,Cold Chain Maintenance,Vaccine Transport Guidelines,Diluent and Vaccine Pairing,,,,,,1
fb014,Emergency Handling Workflow,Vaccine Temperature Monitoring,Staff Training and SOP Implementation,Emergency Vaccine Transport,,,,,,1
fb021,Non-Hospital Settings Workflow,Diagnostic Accuracy Assessment,Critical Illness Identification,Clinical Signs Observation,,,,,,1
fb022,Hospital Settings Workflow,Diagnostic Accuracy Assessment,Suspected Sepsis Evaluation,Treatment Protocol Administration,,,,,,1
fb023,Clinical Severe Infection Workflow,Treatment Failure Monitoring,Adverse Events Recording,Alternative Regimen Assessment,,,,,,1
fb024,Isolated Fast Breathing Workflow,Treatment Failure Monitoring,Oral Amoxicillin Administration,Community-Based Case Management,,,,,,1
fb031,Burden Reduction Workflow,Mass Drug Administration,Seasonal Chemoprevention,Larviciding in Urban Areas,,,,,,1
fb032,Transmission Reduction Workflow,Mass Drug Administration (MDA),Targeted Drug Administration,Indoor Residual Spraying,,,,,,1
fb033,Vaccine Deployment Workflow,Malaria Vaccine Administration,Seasonal Vaccination Strategy,Catch-Up Vaccination,,,,,,1
fb034,Surveillance Workflow,Monitoring Drug Efficacy,Reactive Case Detection,Geographic Targeting of Interventions,,,,,,1
fb041,Burn Response Coordination Workflow,Burn Assessment and Initial Care,Medical Evacuation (MEDEVAC),Resource Allocation and Coordination,,,,,,1
fb042,Burn Patient Management Workflow,Burn Assessment and Initial Care,Rehabilitation Planning,Nutritional Support for Recovery,,,,,,1
fb043,International Burn Care Coordination Workflow,Medical Evacuation (MEDEVAC),International Resource Mobilization,Specialized Team Deployment,,,,,,1
fb044,Burn Rehabilitation Workflow,Rehabilitation Planning,Psychosocial Support Integration,Early Mobilization Therapy,,,,,,1
fb051,Public Awareness Workflow,Health Education on GAS Infections,Community Campaigns,School-based Interventions,,,,,,1
fb052,Primary Prevention Workflow,Health Education on GAS Infections,Rapid Diagnosis of GAS,Treatment of GAS Pharyngitis,,,,,,1
fb053,Secondary Prevention Workflow,Antibiotic Prophylaxis for Secondary Prevention,Monitoring Adherence to Prophylaxis,Risk Stratification,,,,,,1
fb054,Diagnostic Workflow,Use of Jones Criteria for RF Diagnosis,Echocardiographic Screening,Laboratory Confirmation of GAS,,,,,,1
fb061,Universal Screening Workflow,Maternal Screening for GBS,IAP Implementation,Laboratory Diagnostics Support,,,,,,1
fb062,Risk-Based Screening Workflow,Maternal Screening for GBS,IAP Implementation,Risk Factor Documentation,,,,,,1
fb063,Health System Strengthening Workflow,Training and Capacity Building,Infrastructure Development,Quality Assurance Mechanisms,,,,,,1
fb071,Severe Influenza Workflow,Diagnosis of Influenza,Use of Oseltamivir for Treatment,Adjunctive Immunomodulatory Therapy,,,,,,1
fb081,HIV Prevention Workflow,TB Preventive Treatment for HIV-Positive Individuals,Monitoring and Support for Adherence,Antigen-Based Tests for TBI,,,,,,1
fb082,Household Contacts Workflow,TB Preventive Treatment for HIV-Positive Individuals,Use of Levofloxacin for MDR/RR-TB Prevention,Risk-Based Evaluation,,,,,,1
fb083,Screening and Diagnosis Workflow,Systematic Screening for TB Disease,Chest Radiography for TB Screening,C-Reactive Protein for Diagnosis,,,,,,1
fb084,MDR-TB Prevention Workflow,Use of Levofloxacin for MDR/RR-TB Prevention,Alternative Regimens for MDR Contacts,Adverse Reaction Management,,,,,,1
fb091,TB Screening Workflow,Identifying Populations for TB Preventive Treatment,TB Screening and Ruling Out TB Disease,Contact Investigation,,,,,,1
fb092,TB Preventive Treatment Workflow,Identifying Populations for TB Preventive Treatment,Preventive Treatment Options,Monitoring and Evaluation,,,,,,1
fb093,Monitoring and Evaluation Workflow,TB Screening and Ruling Out TB Disease,Monitoring and Evaluation,Reporting and Feedback,,,,,,1
fb101,Doctor-Patient Relationships Workflow,Effective Communication,Maintaining Professional Boundaries,Respecting Confidentiality,,,,,,1
fb111,Good Medical Practice,Effective Communication,Maintaining Competence,Risk Management,,,,,,1
fb112,Patient Safety,Effective Communication,Informed Consent,Reporting Adverse Events,,,,,,1
fb113,Healthcare Communication,Effective Communication,Language Assistance,Feedback Mechanisms,,,,,,1
fb114,Ethical Practices,Informed Consent,Confidentiality,Professional Boundaries,,,,,,1
fb115,Aboriginal and Torres Strait Islander Health,Cultural Safety,Community Engagement,Health Equity,,,,,,1
fb121,Doctor-Patient Interaction Workflow,Building Trust,Maintaining Professional Boundaries,Effective Communication,,,,,,1
fb131,Mandatory Notification Workflow,Understand Reporting Obligations,Identify Notifiable Concerns,Form Reasonable Belief,,,,,,1
fb132,Treating Practitioners' Obligations,Monitor Patient-Practitioner Interactions,Evaluate Risk,Notify If Necessary,,,,,,1
fb133,Employers' Notification Responsibilities,Assess Practitioner Conduct,Report Risks,Support Compliance,,,,,,1
fb141,Preparation for Telehealth Consultation,Ensure Privacy of Consultation Space,Validate Technology Suitability,Confirm Patient Technology Access,,,,,,1
fb142,Conducting Telehealth Consultation,Identify Participants,Explain Consultation Process,Obtain Informed Consent,,,,,,1
