NodeID1,Top_Node,REID1,RE1,NodeID2,Domain(L1),REID2,RE2,NodeID3,Subdomain(L2),REID3,RE3,NodeID4,Workflow(L3),REID4,RE4,NodeID5,Unit_Node1,Description(L4),REID5,RE5,NodeID6,NextNode
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa30,FSIS Guideline for Industry Response to Customer Complaints,ra30,Belonging to node 'FSIS Guideline for Industry Response to Customer Complaints',fa303,Regulatory Compliance Workflow,ra303,Belonging to node 'Regulatory Compliance Workflow',fa3014,Notification to FSIS,Notify the FSIS District Office within 24 hours if adulterated or misbranded products are identified as having entered commerce.,ra3031,Follow node 'Notification to FSIS',fa3033,Compliance Documentation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa30,FSIS Guideline for Industry Response to Customer Complaints,ra30,Belonging to node 'FSIS Guideline for Industry Response to Customer Complaints',fa303,Regulatory Compliance Workflow,ra303,Belonging to node 'Regulatory Compliance Workflow',fa3033,Compliance Documentation,"Maintain documentation demonstrating adherence to FSIS regulatory requirements, including records of notifications and corrective actions.",ra3031,Follow node 'Compliance Documentation',fa300,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa311,Receiving Workflow,ra311,Belonging to node 'Receiving Workflow',fa3111,Meat Receiving,"Inspect incoming meat products for safety and quality, including verification of supplier guarantees and compliance certificates.",ra3111,Follow node 'Meat Receiving',fa3112,Packaging Material Receiving
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa311,Receiving Workflow,ra311,Belonging to node 'Receiving Workflow',fa3112,Packaging Material Receiving,"Verify packaging materials are food-grade, free from contaminants, and stored under hygienic conditions.",ra3111,Follow node 'Packaging Material Receiving',fa3113,Sanitation SOP Implementation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa311,Receiving Workflow,ra311,Belonging to node 'Receiving Workflow',fa3113,Sanitation SOP Implementation,Develop and adhere to written Sanitation Standard Operating Procedures (SOPs) to ensure hygiene and prevent cross-contamination during all processing stages.,ra3111,Follow node 'Sanitation SOP Implementation',fa310,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa312,Processing Workflow,ra312,Belonging to node 'Processing Workflow',fa3121,Grinding and Blending,Grind and blend meat products while maintaining strict hygiene to prevent contamination.,ra3121,Follow node 'Grinding and Blending',fa3122,Allergen Control Program
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa312,Processing Workflow,ra312,Belonging to node 'Processing Workflow',fa3122,Allergen Control Program,"Monitor and manage allergen handling, labeling, and prevention of cross-contamination.",ra3121,Follow node 'Allergen Control Program',fa3123,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa312,Processing Workflow,ra312,Belonging to node 'Processing Workflow',fa3123,Temperature Monitoring,Maintain and document required temperatures during grinding to inhibit pathogen growth.,ra3121,Follow node 'Temperature Monitoring',fa310,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa313,Cooling Workflow,ra313,Belonging to node 'Cooling Workflow',fa3131,Rapid Cooling,Quickly reduce the temperature of processed products to °‹45°„F to prevent microbial growth.,ra3131,Follow node 'Rapid Cooling',fa3123,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa313,Cooling Workflow,ra313,Belonging to node 'Cooling Workflow',fa3123,Temperature Monitoring,Maintain and document required temperatures during cooling to ensure compliance with food safety standards.,ra3131,Follow node 'Temperature Monitoring',fa310,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa314,Packaging Workflow,ra314,Belonging to node 'Packaging Workflow',fa3141,Product Labeling,"Verify that product labels are accurate, including allergen declarations and handling instructions.",ra3141,Follow node 'Product Labeling',fa3113,Sanitation SOP Implementation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa314,Packaging Workflow,ra314,Belonging to node 'Packaging Workflow',fa3113,Sanitation SOP Implementation,Develop and adhere to written Sanitation Standard Operating Procedures (SOPs) to ensure hygiene and prevent cross-contamination during all processing stages.,ra3141,Follow node 'Sanitation SOP Implementation',fa3122,Allergen Control Program
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa31,HACCP Model for Raw Ground Beef (Raw Non-Intact),ra31,Belonging to node 'HACCP Model for Raw Ground Beef (Raw Non-Intact)',fa314,Packaging Workflow,ra314,Belonging to node 'Packaging Workflow',fa3122,Allergen Control Program,"Monitor and manage allergen handling, labeling, and prevention of cross-contamination.",ra3141,Follow node 'Allergen Control Program',fa310,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa321,Receiving Workflow,ra321,Belonging to node 'Receiving Workflow',fa3211,Receiving Live Birds,"Inspect and document live birds for external contamination, pathogens, and overall condition upon arrival.",ra3211,Follow node 'Receiving Live Birds',fa3212,Sanitation SOP Implementation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa321,Receiving Workflow,ra321,Belonging to node 'Receiving Workflow',fa3212,Sanitation SOP Implementation,Develop and implement written Sanitation Standard Operating Procedures (SOPs) to maintain hygienic conditions and prevent cross-contamination at all processing stages.,ra3211,Follow node 'Sanitation SOP Implementation',fa320,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa322,Scalding Workflow,ra322,Belonging to node 'Scalding Workflow',fa3221,Scald Water Maintenance,"Maintain optimal scald water conditions, including temperature and pH levels, to minimize pathogen spread and ensure effective cleaning.",ra3221,Follow node 'Scald Water Maintenance',fa3222,Antimicrobial Application
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa322,Scalding Workflow,ra322,Belonging to node 'Scalding Workflow',fa3222,Antimicrobial Application,Apply and verify the concentration of antimicrobial solutions to reduce pathogens effectively while adhering to regulatory standards.,ra3221,Follow node 'Antimicrobial Application',fa320,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa323,Chilling Workflow,ra323,Belonging to node 'Chilling Workflow',fa3231,Rapid Chilling,Cool carcasses and parts to 45°„F or below within the required time frame to inhibit pathogen growth.,ra3231,Follow node 'Rapid Chilling',fa3232,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa323,Chilling Workflow,ra323,Belonging to node 'Chilling Workflow',fa3232,Temperature Monitoring,Monitor and document temperatures at critical control points to prevent pathogen growth and ensure compliance with safety standards.,ra3231,Follow node 'Temperature Monitoring',fa320,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa324,Processing Workflow,ra324,Belonging to node 'Processing Workflow',fa3241,Carcass Trimming,Remove contaminated or damaged parts of the carcass to ensure compliance with safety and quality standards.,ra3241,Follow node 'Carcass Trimming',fa3232,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa324,Processing Workflow,ra324,Belonging to node 'Processing Workflow',fa3232,Temperature Monitoring,Monitor and document temperatures at critical control points to prevent pathogen growth and ensure compliance with safety standards.,ra3241,Follow node 'Temperature Monitoring',fa320,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa325,Packaging Workflow,ra325,Belonging to node 'Packaging Workflow',fa3251,Product Labeling,"Verify labels for accuracy, including handling instructions, allergen declarations, and compliance with regulatory requirements.",ra3251,Follow node 'Product Labeling',fa3232,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa325,Packaging Workflow,ra325,Belonging to node 'Packaging Workflow',fa3232,Temperature Monitoring,Monitor and document temperatures at critical control points to prevent pathogen growth and ensure compliance with safety standards.,ra3251,Follow node 'Temperature Monitoring',fa3212,Sanitation SOP Implementation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa32,HACCP Model for Poultry Slaughter,ra32,Belonging to node 'HACCP Model for Poultry Slaughter',fa325,Packaging Workflow,ra325,Belonging to node 'Packaging Workflow',fa3212,Sanitation SOP Implementation,Develop and implement written Sanitation Standard Operating Procedures (SOPs) to maintain hygienic conditions and prevent cross-contamination at all processing stages.,ra3251,Follow node 'Sanitation SOP Implementation',fa320,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa331,Receiving Workflow,ra331,Belonging to node 'Receiving Workflow',fa3311,Live Hog Receiving,"Sort live hogs to identify and remove animals exhibiting pyrexia, CNS disorders, or moribund conditions, as per SOPs.",ra3311,Follow node 'Live Hog Receiving',fa3312,Non-Meat Ingredient Receiving
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa331,Receiving Workflow,ra331,Belonging to node 'Receiving Workflow',fa3312,Non-Meat Ingredient Receiving,"Verify antimicrobials, packaging materials, and processing aids comply with supplier guarantees and regulatory standards.",ra3311,Follow node 'Non-Meat Ingredient Receiving',fa3313,Sanitation SOP Implementation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa331,Receiving Workflow,ra331,Belonging to node 'Receiving Workflow',fa3313,Sanitation SOP Implementation,Develop and implement written Sanitation Standard Operating Procedures (SOPs) to ensure hygiene and prevent contamination during all processing stages.,ra3311,Follow node 'Sanitation SOP Implementation',fa330,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa332,Processing Workflow,ra332,Belonging to node 'Processing Workflow',fa3321,Scalding,"Maintain optimal scalding conditions to reduce pathogens and prevent cross-contamination, including proper use of scalding agents and pH control.",ra3321,Follow node 'Scalding',fa3322,Trimming and Sorting
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa332,Processing Workflow,ra332,Belonging to node 'Processing Workflow',fa3322,Trimming and Sorting,"Remove visible contaminants and sort carcasses, heads, and viscera to ensure compliance with food safety standards.",ra3321,Follow node 'Trimming and Sorting',fa3323,Organic Acid Spray Application
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa332,Processing Workflow,ra332,Belonging to node 'Processing Workflow',fa3323,Organic Acid Spray Application,"Apply organic acid spray to reduce pathogens on carcasses, head meat, cheek meat, weasand meat, and offal, ensuring full coverage and proper concentration.",ra3321,Follow node 'Organic Acid Spray Application',fa3324,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa332,Processing Workflow,ra332,Belonging to node 'Processing Workflow',fa3324,Temperature Monitoring,Maintain and document temperature levels at critical control points to prevent pathogen growth and ensure regulatory compliance.,ra3321,Follow node 'Temperature Monitoring',fa330,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa333,Cooling Workflow,ra333,Belonging to node 'Cooling Workflow',fa3331,Rapid Cooling,Cool carcasses and variety meats to required temperatures within specified timeframes to inhibit pathogen growth.,ra3331,Follow node 'Rapid Cooling',fa3324,Temperature Monitoring
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa333,Cooling Workflow,ra333,Belonging to node 'Cooling Workflow',fa3324,Temperature Monitoring,Maintain and document temperature levels at critical control points to prevent pathogen growth and ensure regulatory compliance.,ra3331,Follow node 'Temperature Monitoring',fa330,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa334,Packaging Workflow,ra334,Belonging to node 'Packaging Workflow',fa3341,Final Product Packaging,"Package carcasses and variety meats with labels meeting regulatory requirements, including allergen declarations and safe handling instructions.",ra3341,Follow node 'Final Product Packaging',fa3323,Organic Acid Spray Application
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa334,Packaging Workflow,ra334,Belonging to node 'Packaging Workflow',fa3323,Organic Acid Spray Application,"Apply organic acid spray to reduce pathogens on carcasses, head meat, cheek meat, weasand meat, and offal, ensuring full coverage and proper concentration.",ra3341,Follow node 'Organic Acid Spray Application',fa3313,Sanitation SOP Implementation
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa33,HACCP Model for the New Swine Inspection System (pork slaughter),ra33,Belonging to node 'HACCP Model for the New Swine Inspection System (pork slaughter)',fa334,Packaging Workflow,ra334,Belonging to node 'Packaging Workflow',fa3313,Sanitation SOP Implementation,Develop and implement written Sanitation Standard Operating Procedures (SOPs) to ensure hygiene and prevent contamination during all processing stages.,ra3341,Follow node 'Sanitation SOP Implementation',fa330,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa341,Receiving Workflow,ra341,Belonging to node 'Receiving Workflow',fa3411,Receive Live Birds,Unloading live birds and assessing their condition to ensure they meet health and safety requirements.,ra3411,Follow node 'Receive Live Birds',fa3412,Establishment Sorting
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa341,Receiving Workflow,ra341,Belonging to node 'Receiving Workflow',fa3412,Establishment Sorting,Sorting carcasses and directing those with localized pathology or contamination to appropriate reprocessing or disposal streams.,ra3411,Follow node 'Establishment Sorting',fa3413,Monitoring Carcasses for Fecal Contamination
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa341,Receiving Workflow,ra341,Belonging to node 'Receiving Workflow',fa3413,Monitoring Carcasses for Fecal Contamination,Visual inspection for fecal material prior to further processing.,ra3411,Follow node 'Monitoring Carcasses for Fecal Contamination',fa340,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa342,Processing Workflow,ra342,Belonging to node 'Processing Workflow',fa3421,Scalding and Picking,"Removal of feathers, heads, and feet through scalding and mechanical picking.",ra3421,Follow node 'Scalding and Picking',fa3422,Pre-chilling Antimicrobial Application
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa342,Processing Workflow,ra342,Belonging to node 'Processing Workflow',fa3422,Pre-chilling Antimicrobial Application,Application of antimicrobial sprays or dips to reduce pathogen levels.,ra3421,Follow node 'Pre-chilling Antimicrobial Application',fa3423,Chilling of All Products
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa342,Processing Workflow,ra342,Belonging to node 'Processing Workflow',fa3423,Chilling of All Products,Lower internal temperatures of carcasses and parts to prevent pathogen growth.,ra3421,Follow node 'Chilling of All Products',fa340,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa343,Packaging Workflow,ra343,Belonging to node 'Packaging Workflow',fa3431,Product Inspection,Final inspection for product quality and adherence to regulatory standards.,ra3431,Follow node 'Product Inspection',fa3422,Pre-chilling Antimicrobial Application
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa343,Packaging Workflow,ra343,Belonging to node 'Packaging Workflow',fa3422,Pre-chilling Antimicrobial Application,Apply antimicrobial solutions to ensure food safety.,ra3431,Follow node 'Pre-chilling Antimicrobial Application',fa3433,Labeling and Packaging
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa343,Packaging Workflow,ra343,Belonging to node 'Packaging Workflow',fa3433,Labeling and Packaging,"Package products with appropriate labels, including safety and handling instructions.",ra3431,Follow node 'Labeling and Packaging',fa340,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa344,Shipping Workflow,ra344,Belonging to node 'Shipping Workflow',fa3423,Chilling of All Products,Maintain product temperatures during transit to prevent pathogen multiplication.,ra3441,Follow node 'Chilling of All Products',fa3442,Shipping
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa34,HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter,ra34,Belonging to node 'HACCP Model for New Poultry Inspection System (NPIS) Poultry Slaughter',fa344,Shipping Workflow,ra344,Belonging to node 'Shipping Workflow',fa3442,Shipping,Transport products under controlled temperatures to maintain integrity.,ra3441,Follow node 'Shipping',fa340,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa351,Receiving Workflow,ra351,Belonging to node 'Receiving Workflow',fa3511,Live Hog Receiving,Initial step involving the assessment of live hogs for health and compliance with food safety standards.,ra3511,Follow node 'Live Hog Receiving',fa3512,Non-Meat Receiving
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa351,Receiving Workflow,ra351,Belonging to node 'Receiving Workflow',fa3512,Non-Meat Receiving,"Handling and verification of processing aids, packaging materials, and antimicrobials for compliance.",ra3511,Follow node 'Non-Meat Receiving',fa350,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa352,Processing Workflow,ra352,Belonging to node 'Processing Workflow',fa3521,"Stunning, Sticking, and Bleeding",Procedures to ensure humane handling and minimize contamination during initial processing stages.,ra3521,"Follow node 'Stunning, Sticking, and Bleeding'",fa3522,Zero Tolerance Examination
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa352,Processing Workflow,ra352,Belonging to node 'Processing Workflow',fa3522,Zero Tolerance Examination,Strict inspection for visible contamination to meet USDA food safety requirements.,ra3521,Follow node 'Zero Tolerance Examination',fa3523,Organic Acid Spray Application
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa352,Processing Workflow,ra352,Belonging to node 'Processing Workflow',fa3523,Organic Acid Spray Application,Critical control point ensuring pathogen reduction through targeted antimicrobial application.,ra3521,Follow node 'Organic Acid Spray Application',fa350,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa353,Packaging Workflow,ra353,Belonging to node 'Packaging Workflow',fa3531,"Fabrication, Packaging, and Labeling","Final product preparation steps, ensuring correct labeling and adherence to safety guidelines.",ra3531,"Follow node 'Fabrication, Packaging, and Labeling'",fa3522,Zero Tolerance Examination
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa35,HACCP Model for Traditional Swine Slaughter,ra35,Belonging to node 'HACCP Model for Traditional Swine Slaughter',fa353,Packaging Workflow,ra353,Belonging to node 'Packaging Workflow',fa3522,Zero Tolerance Examination,Reinspection of packaged products for adherence to contamination standards.,ra3531,Follow node 'Zero Tolerance Examination',fa350,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa36,Guidebook for the Preparation of HACCP Plans,ra36,Belonging to node 'Guidebook for the Preparation of HACCP Plans',fa361,Receiving Workflow,ra361,Belonging to node 'Receiving Workflow',fa3611,Raw Material Receiving,Inspect and document incoming raw materials for quality and safety compliance.,ra3611,Follow node 'Raw Material Receiving',fa3612,Sanitation SOP Development
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa36,Guidebook for the Preparation of HACCP Plans,ra36,Belonging to node 'Guidebook for the Preparation of HACCP Plans',fa361,Receiving Workflow,ra361,Belonging to node 'Receiving Workflow',fa3612,Sanitation SOP Development,Develop and implement written sanitation standard operating procedures (SOPs) to maintain hygiene and prevent contamination during all processing stages.,ra3611,Follow node 'Sanitation SOP Development',fa3613,Hazard Analysis
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa36,Guidebook for the Preparation of HACCP Plans,ra36,Belonging to node 'Guidebook for the Preparation of HACCP Plans',fa361,Receiving Workflow,ra361,Belonging to node 'Receiving Workflow',fa3613,Hazard Analysis,"Conduct a comprehensive analysis of biological, chemical, and physical hazards at each stage of the process to identify and mitigate potential risks.",ra3611,Follow node 'Hazard Analysis',fa360,End
f0,KG,r,The field of Food Safety is subordinate to the main node.,fa,Food Safety,ra,Belonging to node 'Food Safety',fa36,Guidebook for the Preparation of HACCP Plans,ra36,Belonging to node 'Guidebook for the Preparation of HACCP Plans',fa362,Processing Workflow,ra362,Belonging to node 'Processing Workflow',fa3621,Grinding and Blending,Process raw materials by grinding and blending while adhering to hygiene standards to prevent contamination.,ra3621,Follow node 'Grinding and Blending',fa3612,Sanitation SOP Development
